Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
Bare_bin.414	84.78	1.85	Gradient Boost (General Model)	11	0.94	10392	293.6351600985222	3035351	0.7	3248	377	35977	None
Bare_bin.415	75.48	1.94	Gradient Boost (General Model)	11	0.922	3926	263.5225653206651	1801550	0.73	2105	514	13786	None
Bare_bin.416	99.12	2.02	Gradient Boost (General Model)	11	0.904	13716	277.78522813208974	3649342	0.65	3967	419	56448	None
Bare_bin.417	78.29	3.08	Gradient Boost (General Model)	11	0.918	3895	238.97020854021847	2352223	0.68	3021	725	19590	None
Bare_bin.426	76.63	9.38	Gradient Boost (General Model)	11	0.925	5061	261.1756027347967	2349321	0.72	2779	566	56705	None
Bare_bin.437	55.64	6.87	Gradient Boost (General Model)	11	0.913	3030	248.91109264644786	3925796	0.72	4814	1369	17863	None
Bare_bin.44	69.09	4.33	Gradient Boost (General Model)	11	0.915	4315	252.71388101983004	2336371	0.61	2824	625	22191	None
Bare_bin.450	48.48	3.01	Gradient Boost (General Model)	11	0.933	2935	242.44657097288678	1949573	0.71	2508	709	10208	None
Bare_bin.451	49.24	5.04	Gradient Boost (General Model)	11	0.862	3206	248.42339045084012	5187384	0.67	6011	1742	14152	None
Bare_bin.5	74.5	2.47	Gradient Boost (General Model)	11	0.901	3922	284.4692998204668	2631347	0.72	2785	741	16165	None
Bare_bin.70	95.98	0.85	Gradient Boost (General Model)	11	0.919	106277	374.8149732620321	5712702	0.61	4675	99	277091	None
Bare_bin.71	97.34	9.77	Gradient Boost (General Model)	11	0.884	35962	329.6398311048557	7935239	0.67	7105	403	190289	None
Bare_bin.73	92.78	2.2	Gradient Boost (General Model)	11	0.93	12956	299.3400342172797	2252432	0.69	2338	262	58239	None
Bare_bin.82	99.8	3.31	Gradient Boost (General Model)	11	0.912	24971	310.8530251882628	3928572	0.75	3851	226	88009	None
Bare_bin.86	85.0	1.76	Gradient Boost (General Model)	11	0.931	10551	292.5663647105159	2388570	0.68	2539	329	47344	None
Bare_bin.9	89.28	0.94	Gradient Boost (General Model)	11	0.909	6183	308.7707728831443	3856832	0.64	3791	772	28212	None
Bare_bin.91	55.33	1.52	Gradient Boost (General Model)	11	0.903	2717	232.89973844812553	1770362	0.71	2294	681	13805	None
Bare_bin.98	81.85	2.96	Gradient Boost (General Model)	11	0.945	8007	278.62131050767414	2988408	0.7	3388	480	31916	None
Crust_bin.103	99.92	4.3	Neural Network (Specific Model)	11	0.825	26383	298.1304693715195	6802650	0.5	6285	382	127436	None
Crust_bin.108	69.66	1.13	Gradient Boost (General Model)	11	0.935	4205	255.91589198760514	1849520	0.71	2259	493	17210	None
Crust_bin.11	91.0	2.72	Gradient Boost (General Model)	11	0.863	11400	274.9925187032419	1530440	0.36	1604	188	53177	None
Crust_bin.123	87.35	2.24	Gradient Boost (General Model)	11	0.844	3982	263.5407969639469	4437900	0.66	4743	1388	19018	None
Crust_bin.128	89.32	2.74	Gradient Boost (General Model)	11	0.933	16579	290.369868173258	2472460	0.65	2655	275	48301	None
Crust_bin.130	80.37	2.84	Gradient Boost (General Model)	11	0.869	8045	317.4445268099827	4432595	0.54	4047	758	38059	None
Crust_bin.133	85.7	0.34	Gradient Boost (General Model)	11	0.931	13239	318.9751668891856	3843792	0.66	3745	437	49193	None
Crust_bin.135	66.09	5.26	Gradient Boost (General Model)	11	0.877	1874	229.63575678421128	5402101	0.6	6891	3007	6668	None
Crust_bin.141	100.0	0.1	Gradient Boost (General Model)	11	0.918	555435	368.96820994239386	5642823	0.49	4687	46	1225595	None
Crust_bin.149	94.29	5.44	Gradient Boost (General Model)	11	0.904	224948	335.8832325803373	6998530	0.53	6286	71	461820	None
Crust_bin.150	72.9	3.77	Neural Network (Specific Model)	11	0.919	6459	271.70821325648416	2457576	0.69	2776	493	45240	None
Crust_bin.151	78.49	1.5	Gradient Boost (General Model)	11	0.948	4386	254.77709497206703	2878006	0.69	3580	741	22081	None
Crust_bin.155	93.82	7.5	Gradient Boost (General Model)	11	0.923	8605	285.49571871014757	5082720	0.71	5489	868	61167	None
Crust_bin.156	85.9	4.2	Gradient Boost (General Model)	11	0.947	6840	279.09988649262203	3109700	0.75	3524	582	35033	None
Crust_bin.158	87.05	7.1	Gradient Boost (General Model)	11	0.901	7329	283.09201662605705	6561770	0.69	6977	1159	56689	None
Crust_bin.16	86.36	1.2	Gradient Boost (General Model)	11	0.928	58055	316.58935993349957	2458244	0.7	2406	72	196149	None
Crust_bin.161	94.95	0.23	Gradient Boost (General Model)	11	0.918	35878	261.84837861524977	973762	0.44	1141	63	74187	None
Crust_bin.174	86.9	4.89	Gradient Boost (General Model)	11	0.85	4823	264.1038721573448	4541258	0.71	4881	1087	25820	None
Crust_bin.183	98.66	0.03	Gradient Boost (General Model)	11	0.919	31822	276.1387711864407	849002	0.45	944	40	81345	None
Crust_bin.184	93.47	0.9	Gradient Boost (General Model)	11	0.87	41183	351.33905071713735	8186420	0.53	6763	337	145695	None
Crust_bin.185	95.46	8.61	Gradient Boost (General Model)	11	0.941	39385	296.2564004585403	2466172	0.68	2617	131	178206	None
Crust_bin.186	95.4	0.26	Neural Network (Specific Model)	11	0.93	29333	288.0347259902333	1708958	0.54	1843	87	91367	None
Crust_bin.187	98.67	3.39	Gradient Boost (General Model)	11	0.844	18610	320.00198080146276	7458127	0.44	6563	598	81486	None
Crust_bin.192	64.62	1.26	Neural Network (Specific Model)	11	0.92	3958	251.9670878636497	2788559	0.71	3403	784	17548	None
Crust_bin.196	88.86	4.7	Gradient Boost (General Model)	11	0.94	7799	281.8295189163942	3840437	0.75	4282	643	69684	None
Crust_bin.197	85.43	1.69	Gradient Boost (General Model)	11	0.918	6972	270.11590296495956	2616040	0.61	2968	468	28092	None
Crust_bin.209	100.0	1.8	Neural Network (Specific Model)	11	0.83	93954	311.4937672009066	6944604	0.48	6177	123	294115	None
Crust_bin.228	49.96	0.5	Gradient Boost (General Model)	11	0.921	2000	219.46631138180433	1872439	0.7	2627	980	11483	None
Crust_bin.230	86.04	1.27	Gradient Boost (General Model)	11	0.887	12311	346.14560161779576	4625572	0.69	3956	536	61719	None
Crust_bin.231	74.47	6.21	Gradient Boost (General Model)	11	0.889	2893	255.6760754716981	5708055	0.57	6625	2260	32536	None
Crust_bin.242	89.22	7.77	Gradient Boost (General Model)	11	0.876	5112	265.3007099391481	5363925	0.68	5916	1306	22682	None
Crust_bin.244	99.68	1.99	Neural Network (Specific Model)	11	0.823	16330	320.934945378667	9517559	0.47	8147	801	80004	None
Crust_bin.248	59.45	3.29	Gradient Boost (General Model)	11	0.861	2382	240.19359299377737	3627043	0.51	4339	1661	17016	None
Crust_bin.251	92.31	5.25	Gradient Boost (General Model)	11	0.896	6882	257.6372395833333	3305669	0.67	3840	636	31486	None
Crust_bin.257	75.69	2.1	Gradient Boost (General Model)	11	0.921	8685	279.37129411764704	1928322	0.53	2125	293	35782	None
Crust_bin.274	99.94	0.33	Neural Network (Specific Model)	11	0.881	29084	293.9438813813814	5319938	0.46	5328	324	117423	None
Crust_bin.277	87.38	4.93	Gradient Boost (General Model)	11	0.88	15458	285.46274995576005	5488561	0.49	5651	541	62266	None
Crust_bin.279	57.97	1.14	Gradient Boost (General Model)	11	0.914	2382	232.08965517241379	2203651	0.7	2900	1004	12075	None
Crust_bin.288	56.84	3.51	Neural Network (Specific Model)	11	0.928	4086	254.05760368663596	1777468	0.66	2170	499	36935	None
Crust_bin.290	49.64	2.99	Neural Network (Specific Model)	11	0.869	3310	224.91041869522883	2386760	0.67	3081	824	15286	None
Crust_bin.291	49.8	1.6	Gradient Boost (General Model)	11	0.913	2968	240.5338189386056	1515686	0.69	1922	575	9845	None
Crust_bin.293	99.9	0.98	Neural Network (Specific Model)	11	0.814	47934	317.6593259030482	8710620	0.46	7447	303	190498	None
Crust_bin.294	97.62	0.83	Gradient Boost (General Model)	11	0.876	188946	280.7301136363636	675607	0.36	704	6	204783	None
Crust_bin.295	92.88	5.13	Gradient Boost (General Model)	11	0.95	14193	300.1469438155999	4585972	0.73	4859	440	46906	None
Crust_bin.296	84.25	1.83	Neural Network (Specific Model)	11	0.91	6842	269.3482729089352	3101425	0.59	3503	620	25372	None
Crust_bin.297	97.34	3.78	Gradient Boost (General Model)	11	0.898	34467	359.28953806303065	8331539	0.58	6949	392	127782	None
Crust_bin.30	75.08	2.65	Gradient Boost (General Model)	11	0.908	9380	273.9476012249064	2655339	0.67	2939	383	27693	None
Crust_bin.303	73.99	2.86	Gradient Boost (General Model)	11	0.939	3579	264.1088698535507	3044644	0.74	3619	919	17376	None
Crust_bin.307	92.93	2.84	Gradient Boost (General Model)	11	0.916	91887	355.1894054878049	6095653	0.56	5248	99	289801	None
Crust_bin.311	85.02	4.73	Gradient Boost (General Model)	11	0.893	2337	263.2058862698096	6627219	0.72	7509	3092	13703	None
Crust_bin.313	51.5	1.85	Gradient Boost (General Model)	11	0.885	3623	233.0669083717864	2391026	0.67	3034	774	22630	None
Crust_bin.321	98.26	5.15	Gradient Boost (General Model)	11	0.941	8729	283.8153991795519	2859358	0.65	3169	442	53284	None
Crust_bin.325	90.34	4.0	Gradient Boost (General Model)	11	0.889	11167	293.54116028433845	4312315	0.66	4361	640	76621	None
Crust_bin.326	81.21	0.94	Gradient Boost (General Model)	11	0.944	5875	271.0977229601518	904616	0.39	1054	195	20196	None
Crust_bin.331	53.61	1.12	Gradient Boost (General Model)	11	0.882	2361	251.67253653053578	2279242	0.73	2669	949	9391	None
Crust_bin.332	78.4	6.51	Neural Network (Specific Model)	11	0.923	9051	276.4874007594063	2596431	0.66	2897	379	63003	None
Crust_bin.334	87.76	6.76	Gradient Boost (General Model)	11	0.857	5610	288.24865991661704	6767866	0.71	6716	1484	30423	None
Crust_bin.34	99.86	3.11	Neural Network (Specific Model)	11	0.909	52413	300.08830880311024	3559471	0.68	3601	103	249365	None
Crust_bin.342	99.85	3.42	Neural Network (Specific Model)	11	0.817	34326	293.30144968732236	7560281	0.52	7036	420	242435	None
Crust_bin.345	94.97	6.78	Gradient Boost (General Model)	11	0.853	11010	303.980065093572	7875253	0.69	7374	1103	74777	None
Crust_bin.346	83.46	1.46	Gradient Boost (General Model)	11	0.901	3997	254.91311754684838	497509	0.36	587	131	16594	None
Crust_bin.347	85.29	3.62	Gradient Boost (General Model)	11	0.933	7901	264.640543782487	2122094	0.72	2501	367	30190	None
Crust_bin.35	71.34	0.79	Gradient Boost (General Model)	11	0.935	3329	248.30281690140845	1690508	0.47	2130	582	12920	None
Crust_bin.353	95.35	3.47	Gradient Boost (General Model)	11	0.886	10891	293.3794902669075	4940257	0.47	4983	622	106995	None
Crust_bin.356	49.82	4.98	Gradient Boost (General Model)	11	0.915	2157	219.89288158795347	2102590	0.65	2922	1053	8902	None
Crust_bin.357	77.55	3.59	Neural Network (Specific Model)	11	0.921	5055	258.1695447409733	2137502	0.65	2548	532	21924	None
Crust_bin.364	72.56	5.77	Gradient Boost (General Model)	11	0.878	2045	241.74620253164557	2603607	0.38	3160	1335	11289	None
Crust_bin.367	51.87	0.73	Gradient Boost (General Model)	11	0.936	3035	249.1501225490196	1300600	0.7	1632	450	9380	None
Crust_bin.368	89.35	2.49	Gradient Boost (General Model)	11	0.943	16569	291.86971926955573	3395873	0.71	3669	322	71268	None
Crust_bin.375	92.9	4.39	Gradient Boost (General Model)	11	0.918	33921	373.84198696336256	5429325	0.48	4449	244	120403	None
Crust_bin.387	89.66	3.0	Gradient Boost (General Model)	11	0.938	16509	294.3848133848134	2920951	0.71	3108	276	64281	None
Crust_bin.39	100.0	8.4	Gradient Boost (General Model)	11	0.943	18071	306.052016985138	4571873	0.73	4710	362	65885	None
Crust_bin.395	94.41	1.05	Gradient Boost (General Model)	11	0.892	82435	343.47235513024987	4342656	0.56	3762	89	244553	None
Crust_bin.403	94.99	2.94	Gradient Boost (General Model)	11	0.942	24464	302.7258328782086	3517676	0.72	3662	215	87995	None
Crust_bin.412	93.92	5.73	Gradient Boost (General Model)	11	0.919	24224	328.0666291291291	5694519	0.55	5328	384	89062	None
Crust_bin.42	93.05	3.87	Gradient Boost (General Model)	11	0.842	15276	301.8507783145464	5999883	0.51	5589	548	63870	None
Crust_bin.421	94.81	2.96	Gradient Boost (General Model)	11	0.935	19815	295.5722379603399	2004669	0.52	2118	149	54155	None
Crust_bin.428	85.06	3.8	Gradient Boost (General Model)	11	0.878	5970	269.7211843496651	5216551	0.73	5674	1023	32556	None
Crust_bin.434	95.52	4.39	Gradient Boost (General Model)	11	0.939	20770	309.3646428571429	5516002	0.72	5600	389	99825	None
Crust_bin.438	97.59	3.85	Gradient Boost (General Model)	11	0.954	17522	285.01009233412066	4152448	0.67	4657	373	82783	None
Crust_bin.44	67.53	3.82	Neural Network (Specific Model)	11	0.861	4360	241.58015102481122	3892416	0.68	4635	1030	20190	None
Crust_bin.442	73.37	11.5	Gradient Boost (General Model)	11	0.887	2376	232.10881413268183	4169233	0.6	5321	1927	8232	None
Crust_bin.45	95.51	3.1	Gradient Boost (General Model)	11	0.925	10896	304.2528622832843	3009475	0.58	3057	364	45872	None
Crust_bin.457	73.2	0.91	Gradient Boost (General Model)	11	0.882	3963	241.9328569054346	4940288	0.49	6017	1524	30404	None
Crust_bin.458	71.65	1.8	Gradient Boost (General Model)	11	0.924	4806	261.6224226804124	1973088	0.74	2328	494	20621	None
Crust_bin.459	47.39	2.66	Neural Network (Specific Model)	11	0.896	2426	235.2977049180328	2396883	0.71	3050	984	20299	None
Crust_bin.469	43.77	2.62	Gradient Boost (General Model)	11	0.912	2459	235.28566321058275	2158397	0.71	2797	882	10589	None
Crust_bin.5	52.07	0.35	Gradient Boost (General Model)	11	0.91	2467	229.43334557473375	2053009	0.62	2723	936	11134	None
Crust_bin.59	61.29	0.46	Gradient Boost (General Model)	11	0.91	3907	246.68620443173697	2269861	0.6	2798	645	13639	None
Crust_bin.6	95.57	1.24	Gradient Boost (General Model)	11	0.883	46190	325.4676616915423	7761651	0.63	7035	289	214480	None
Crust_bin.68	95.64	1.21	Gradient Boost (General Model)	11	0.893	42664	351.6370984037179	5837075	0.41	4949	242	189693	None
Crust_bin.69	98.54	6.26	Gradient Boost (General Model)	11	0.939	47517	300.59136302294195	3545036	0.7	3705	112	124754	None
Crust_bin.7	96.34	2.6	Gradient Boost (General Model)	11	0.919	6397	299.5340570455513	4582894	0.46	4698	999	27117	None
Crust_bin.73	53.85	0.68	Gradient Boost (General Model)	11	0.918	2836	286.04667863554755	2080656	0.72	2228	757	11337	None
Crust_bin.83	88.93	3.26	Gradient Boost (General Model)	11	0.921	4449	253.7767268558326	2877495	0.7	3489	768	16083	None
Crust_bin.86	81.9	2.8	Gradient Boost (General Model)	11	0.902	3285	231.42245989304814	3303480	0.63	4301	1179	14708	None
Crust_bin.90	54.62	6.25	Gradient Boost (General Model)	11	0.875	1772	211.80343650987083	5945394	0.61	8206	3405	8562	None
Crust_bin.92	93.22	1.96	Gradient Boost (General Model)	11	0.872	36189	353.2150333016175	5103782	0.65	4204	257	123288	None
Moss_bin.109	60.14	0.44	Neural Network (Specific Model)	11	0.921	4878	265.6606194690265	1950380	0.69	2260	457	23298	None
Moss_bin.113	100.0	0.61	Neural Network (Specific Model)	11	0.834	52272	308.13562005277043	8387420	0.47	7580	245	196316	None
Moss_bin.115	99.24	1.99	Gradient Boost (General Model)	11	0.899	61951	321.3187624183934	7546248	0.56	7046	227	201064	None
Moss_bin.118	98.84	1.06	Gradient Boost (General Model)	11	0.922	262165	340.1279840848806	3332069	0.58	3016	25	521798	None
Moss_bin.120	88.01	12.31	Gradient Boost (General Model)	11	0.869	17757	323.2907703851926	8904516	0.59	7996	713	75294	None
Moss_bin.135	100.0	5.73	Gradient Boost (General Model)	11	0.889	15706	302.84247035130903	4556052	0.58	4469	460	86723	None
Moss_bin.154	70.58	3.94	Gradient Boost (General Model)	11	0.926	3720	246.91111799318674	2572516	0.71	3229	775	15925	None
Moss_bin.158	85.37	7.98	Gradient Boost (General Model)	11	0.924	4131	256.95298507462684	1114544	0.4	1340	343	29480	None
Moss_bin.159	97.11	0.0	Gradient Boost (General Model)	11	0.918	76786	279.11579980372915	926698	0.46	1019	31	180335	None
Moss_bin.161	75.46	2.63	Gradient Boost (General Model)	11	0.943	3894	251.44174473067915	2725184	0.71	3416	827	18298	None
Moss_bin.163	91.93	10.77	Gradient Boost (General Model)	11	0.891	11402	327.69441641439624	6554017	0.66	5946	832	47093	None
Moss_bin.167	99.53	0.6	Neural Network (Specific Model)	11	0.907	45568	340.04477196885426	4038213	0.7	3596	144	178650	None
Moss_bin.171	99.81	1.9	Gradient Boost (General Model)	11	0.84	9029	306.40622929092115	6597318	0.45	6036	977	39619	None
Moss_bin.176	99.39	1.53	Gradient Boost (General Model)	11	0.927	65866	321.8104343720491	4398971	0.61	4236	115	230589	None
Moss_bin.190	94.29	5.49	Gradient Boost (General Model)	11	0.904	210623	336.94485530546626	6942789	0.53	6220	61	693832	None
Moss_bin.195	73.07	1.39	Gradient Boost (General Model)	11	0.925	3823	270.86016751977667	3765313	0.65	4298	1114	47457	None
Moss_bin.196	96.56	0.09	Gradient Boost (General Model)	11	0.9	18072	329.0392083644511	5865266	0.53	5356	451	96239	None
Moss_bin.198	80.97	1.27	Gradient Boost (General Model)	11	0.948	6623	281.2093489148581	2658264	0.75	2995	486	29666	None
Moss_bin.207	60.38	0.7	Gradient Boost (General Model)	11	0.892	3408	284.54136429608127	3290930	0.66	3445	1036	14105	None
Moss_bin.219	76.05	1.8	Gradient Boost (General Model)	11	0.909	5370	254.78859289617486	2456733	0.68	2928	533	23375	None
Moss_bin.222	95.3	5.27	Gradient Boost (General Model)	11	0.918	21452	301.6401343654155	6731559	0.71	6847	467	95396	None
Moss_bin.225	99.52	0.46	Gradient Boost (General Model)	11	0.908	211369	354.9640551011623	5437925	0.49	4646	49	454531	None
Moss_bin.230	99.64	7.89	Gradient Boost (General Model)	11	0.883	52578	304.1249245624623	8538705	0.54	8285	273	190598	None
Moss_bin.231	93.94	7.08	Gradient Boost (General Model)	11	0.862	14815	344.7919026991003	7187341	0.67	6002	705	72082	None
Moss_bin.233	57.48	1.67	Gradient Boost (General Model)	11	0.87	2787	248.8919376693767	2526953	0.65	2952	941	8616	None
Moss_bin.239	54.22	13.9	Gradient Boost (General Model)	11	0.879	2497	254.3154281098546	4291082	0.72	4952	1841	10614	None
Moss_bin.24	93.2	1.94	Gradient Boost (General Model)	11	0.897	8807	293.29359386594115	3957187	0.58	4043	616	73743	None
Moss_bin.240	94.89	6.76	Gradient Boost (General Model)	11	0.929	8496	301.0165239597416	6460261	0.54	6657	1008	63329	None
Moss_bin.242	89.74	2.62	Gradient Boost (General Model)	11	0.946	4330	249.41582293383564	3347066	0.69	4247	918	17371	None
Moss_bin.243	92.55	3.68	Gradient Boost (General Model)	11	0.895	12271	312.46282494091986	5751742	0.57	5501	697	66026	None
Moss_bin.247	47.25	1.84	Gradient Boost (General Model)	11	0.846	1788	209.34116000621987	4762201	0.53	6431	2740	9184	None
Moss_bin.249	84.26	8.21	Gradient Boost (General Model)	11	0.88	4678	266.1184333229717	5825678	0.71	6434	1513	24541	None
Moss_bin.250	100.0	0.13	Gradient Boost (General Model)	11	0.918	486696	328.3360450563204	3425955	0.38	3196	9	890573	None
Moss_bin.254	99.79	1.66	Neural Network (Specific Model)	11	0.882	26384	294.22111027190334	5287342	0.46	5296	306	98046	None
Moss_bin.257	97.1	5.4	Gradient Boost (General Model)	11	0.89	39481	351.956214123615	8867833	0.57	7491	425	179527	None
Moss_bin.267	98.77	3.09	Neural Network (Specific Model)	11	0.823	18441	296.28956172632985	6443380	0.5	5978	516	74750	None
Moss_bin.287	87.55	0.67	Gradient Boost (General Model)	11	0.904	4662	294.68400331537504	4712599	0.71	4826	1143	44992	None
Moss_bin.289	78.67	4.39	Gradient Boost (General Model)	11	0.882	4091	262.41788235294115	3788018	0.69	4250	1075	15906	None
Moss_bin.29	87.08	2.74	Gradient Boost (General Model)	11	0.876	6811	316.69510194516056	4621070	0.65	4267	833	41962	None
Moss_bin.295	79.38	0.88	Neural Network (Specific Model)	11	0.848	6658	282.95112193424944	5742068	0.49	5749	1065	56214	None
Moss_bin.296	100.0	1.05	Gradient Boost (General Model)	11	0.92	20013	305.91874668082846	3748363	0.68	3766	303	94482	None
Moss_bin.30	93.25	3.9	Gradient Boost (General Model)	11	0.896	22249	318.1110862262038	4749554	0.58	4465	369	107823	None
Moss_bin.300	59.63	5.43	Gradient Boost (General Model)	11	0.936	3157	235.96806039488968	1298643	0.71	1722	508	20048	None
Moss_bin.31	94.35	1.55	Gradient Boost (General Model)	11	0.941	45089	332.3587533156499	3186960	0.7	3016	120	147438	None
Moss_bin.310	94.9	2.25	Gradient Boost (General Model)	11	0.935	17720	304.16615249008373	6632091	0.7	6807	578	64970	None
Moss_bin.311	83.98	3.06	Gradient Boost (General Model)	11	0.877	7296	281.66701846965697	3641207	0.64	3790	600	35508	None
Moss_bin.316	71.95	5.63	Gradient Boost (General Model)	11	0.876	5648	246.0386610878661	5026137	0.69	5975	1100	26834	None
Moss_bin.330	96.83	0.34	Gradient Boost (General Model)	11	0.934	77459	356.56203840472676	3095830	0.46	2708	71	216112	None
Moss_bin.338	53.78	2.01	Neural Network (Specific Model)	11	0.917	3754	256.4002541296061	1974599	0.68	2361	570	18959	None
Moss_bin.34	99.91	3.39	Neural Network (Specific Model)	11	0.823	169687	322.80996983648197	7403716	0.48	6299	83	503029	None
Moss_bin.37	70.14	1.1	Gradient Boost (General Model)	11	0.942	13866	295.71263289555975	3001895	0.72	3198	271	248801	None
Moss_bin.40	61.36	2.88	Gradient Boost (General Model)	11	0.904	3087	278.60695780903035	3743138	0.74	4053	1278	18036	None
Moss_bin.44	79.02	4.26	Gradient Boost (General Model)	11	0.93	5180	262.6966977745872	2355722	0.72	2786	554	17717	None
Moss_bin.61	81.92	4.71	Gradient Boost (General Model)	11	0.873	5268	284.145	4873866	0.62	5000	1042	21501	None
Moss_bin.65	83.85	10.56	Gradient Boost (General Model)	11	0.951	6629	267.07078795643815	2619171	0.73	3122	499	24413	None
Moss_bin.67	68.24	2.13	Neural Network (Specific Model)	11	0.896	10443	283.3716275021758	2175812	0.68	2298	230	34946	None
Moss_bin.76	74.1	0.43	Gradient Boost (General Model)	11	0.937	6202	313.70565704183855	3398384	0.68	3394	606	27199	None
Moss_bin.83	87.15	0.82	Gradient Boost (General Model)	11	0.938	17040	291.13884555382214	2382917	0.65	2564	273	48179	None
Moss_bin.97	100.0	3.27	Gradient Boost (General Model)	11	0.941	24538	341.9704555705909	4819475	0.64	4434	309	86784	None
